customer_id,registration_date,segment,region,channel_registered,age_band,first_transaction_date,last_transaction_date,total_transactions,total_value_ksh,monthly_active_months,status,preferred_product,value_flag,is_activated
CUS00448,2024-02-13,Mass Market,Kisumu,USSD,36-45,2024-02-15,2024-08-08,15,33999.87,3,Churned,Airtime,,1
CUS01535,2024-03-30,Mass Market,Nairobi,Mobile App,36-45,2024-04-04,2024-04-14,9,21657.91,2,Churned,Airtime,,1
CUS00554,2024-08-23,Mass Market,Nairobi,Mobile App,26-35,2024-09-05,2024-11-15,2,4775.94,1,Dormant,Airtime,,1
CUS00688,2024-08-26,Mass Market,Nairobi,USSD,36-45,2024-09-06,2024-10-23,3,4104.78,1,Dormant,Mobile Transfer,,1
CUS00982,2024-07-20,Mass Market,Kisumu,Agent,36-45,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00179,2024-04-07,Mass Market,Nairobi,USSD,18-25,2024-04-22,2024-09-24,10,11171.26,3,Churned,Mobile Transfer,,1
CUS01855,2024-07-19,Mass Affluent,Nairobi,USSD,18-25,2024-07-31,2024-11-28,14,177934.31,3,Dormant,Mobile Transfer,,1
CUS00198,2024-04-16,Mass Market,Eldoret,Mobile App,26-35,2024-05-03,2024-07-31,7,14259.62,2,Churned,Mobile Transfer,,1
CUS00391,2024-05-12,Mass Market,Kisumu,USSD,18-25,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00640,2024-08-21,Mass Market,Mombasa,Mobile App,36-45,2024-08-30,2024-11-16,4,9830.32,1,Dormant,Airtime,,1
CUS01634,2024-08-04,SME,Mombasa,Mobile App,26-35,2024-08-17,2024-11-14,33,751618.57,2,Dormant,Merchant Pay,,1
CUS01806,2024-08-20,SME,Kisumu,Mobile App,26-35,2024-09-10,2024-11-01,19,843216.84,1,Dormant,Airtime,,1
CUS00884,2024-10-09,Mass Market,Nairobi,Agent,36-45,2024-10-16,2024-11-08,2,5000.98,1,Dormant,Mobile Transfer,,1
CUS01219,2024-08-01,Mass Affluent,Nairobi,Mobile App,18-25,2024-08-08,2024-12-21,16,58411.31,2,Active,Mobile Transfer,,1
CUS00280,2024-06-25,Mass Affluent,Mombasa,Agent,26-35,2024-07-14,2024-07-22,39,558185.33,3,Churned,Digital Loan,,1
CUS01159,2024-02-08,SME,Nairobi,Branch,46-55,2024-02-15,2024-08-04,43,2177387.94,5,Churned,Mobile Transfer,,1
CUS00294,2024-07-24,Mass Market,Nairobi,Mobile App,55+,2024-08-08,2024-08-25,5,7496.83,1,Churned,Airtime,,1
CUS00579,2024-05-07,Mass Affluent,Mombasa,Mobile App,26-35,2024-05-28,2024-05-31,19,121956.41,3,Churned,Mobile Transfer,,1
CUS01416,2024-02-11,SME,Kisumu,Mobile App,36-45,2024-03-02,2024-08-16,100,4380594.42,5,Churned,Merchant Pay,,1
CUS01835,2024-03-23,Mass Market,Nairobi,USSD,36-45,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01572,2024-08-28,SME,Kisumu,Agent,26-35,2024-09-17,2024-11-19,28,1202187.66,2,Dormant,Airtime,,1
CUS00401,2024-02-07,SME,Nairobi,Mobile App,46-55,2024-02-13,2024-04-04,79,0.0,4,Churned,Merchant Pay,Review Required,1
CUS01717,2024-09-29,Mass Affluent,Nairobi,USSD,36-45,2024-10-04,2024-11-22,13,0.0,1,Dormant,Mobile Transfer,Review Required,1
CUS01528,2024-10-02,Mass Market,Nairobi,USSD,18-25,2024-10-20,2024-12-24,2,1227.14,1,Active,Digital Loan,,1
CUS00123,2024-04-21,Mass Market,Nairobi,USSD,55+,2024-04-24,2024-10-18,9,13983.27,3,Dormant,Mobile Transfer,,1
CUS01470,2024-05-04,Mass Affluent,Kisumu,Agent,26-35,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01666,2024-09-25,SME,Kisumu,USSD,26-35,2024-10-10,2024-12-16,14,726952.71,1,Active,Mobile Transfer,,1
CUS01208,2024-07-22,Mass Market,Nakuru,Agent,26-35,2024-08-09,2024-12-22,3,6768.45,1,Active,Digital Loan,,1
CUS01654,2024-06-26,Mass Market,Nakuru,Agent,36-45,,,0,0.0,0,Dormant,Digital Loan,,0
CUS00203,2024-05-09,Mass Affluent,Nairobi,Branch,18-25,2024-05-22,2024-10-03,40,226918.69,4,Dormant,Airtime,,1
CUS00905,2024-04-08,Mass Affluent,Nairobi,USSD,46-55,2024-04-19,2024-12-04,45,327463.76,4,Active,Airtime,,1
CUS01301,2024-08-21,Mass Affluent,Mombasa,USSD,36-45,2024-08-29,2024-11-14,12,130635.5,2,Dormant,Bill Pay,,1
CUS01463,2024-04-14,SME,Nairobi,Mobile App,36-45,,2024-08-16,59,2606756.0,5,Dormant,Mobile Transfer,,0
CUS01834,2024-04-21,Mass Affluent,Mombasa,Mobile App,26-35,2024-05-05,2024-08-19,33,369666.87,3,Churned,Airtime,,1
CUS00836,2024-07-30,Mass Market,Nakuru,Mobile App,26-35,2024-08-17,2024-10-24,5,6517.17,1,Dormant,Mobile Transfer,,1
CUS00801,2024-09-04,Mass Market,Eldoret,USSD,26-35,2024-09-19,2024-11-30,3,5765.73,1,Dormant,Digital Loan,,1
CUS00247,2024-04-09,Mass Market,Mombasa,USSD,18-25,2024-04-23,2024-06-28,5,7634.36,2,Churned,Mobile Transfer,,1
CUS01604,2024-02-04,SME,Mombasa,USSD,18-25,2024-02-20,2024-06-05,77,2950345.51,8,Churned,Mobile Transfer,,1
CUS01440,2024-01-25,Mass Market,Nairobi,Mobile App,18-25,2024-01-29,2024-09-22,6,9920.09,3,Churned,Mobile Transfer,,1
CUS01764,2024-03-16,SME,Nairobi,Mobile App,18-25,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00161,2024-11-08,Mass Market,Mombasa,Mobile App,36-45,2024-11-20,2024-12-27,2,3840.53,1,Active,Mobile Transfer,,1
CUS01914,2024-05-05,Mass Market,Kisumu,Agent,36-45,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00957,2024-08-26,Mass Market,Kisumu,Agent,26-35,2024-09-05,2024-09-19,4,9188.2,1,Churned,Bill Pay,,1
CUS01708,2024-08-07,Mass Market,Mombasa,Agent,36-45,2024-08-28,2024-08-30,3,2754.6,1,Churned,Mobile Transfer,,1
CUS01187,2024-07-09,Mass Market,Nairobi,Mobile App,26-35,2024-07-29,2024-12-15,2,2612.27,1,Active,Mobile Transfer,,1
CUS00407,2024-03-03,SME,Nakuru,Agent,46-55,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01893,2024-03-15,Mass Affluent,Nairobi,Mobile App,46-55,2024-03-31,2024-08-30,27,311300.12,3,Churned,Airtime,,1
CUS00822,2024-02-16,SME,Kisumu,Mobile App,18-25,2024-03-06,2024-06-27,58,2986446.92,5,Churned,Bill Pay,,1
CUS01154,2024-01-26,Mass Market,Mombasa,Mobile App,Unknown,2024-01-27,2024-02-20,8,8639.04,3,Churned,Airtime,,1
CUS00503,2024-05-28,Mass Market,Nakuru,Mobile App,46-55,2024-06-06,2024-07-09,9,21521.35,2,Churned,Mobile Transfer,,1
CUS01692,2024-10-14,Mass Affluent,Mombasa,USSD,26-35,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01662,2024-05-27,Corporate,Nakuru,Mobile App,36-45,2024-06-10,2024-12-15,54,7196026.71,4,Active,Digital Loan,,1
CUS01072,2024-04-30,SME,Eldoret,Mobile App,36-45,2024-05-09,2024-11-04,50,1267550.86,4,Dormant,Airtime,,1
CUS00878,2024-03-18,SME,Nakuru,Mobile App,36-45,2024-03-28,2024-07-22,118,1740981.19,6,Churned,Merchant Pay,,1
CUS01427,2024-10-26,Mass Affluent,Mombasa,Mobile App,36-45,2024-11-11,2024-12-17,7,89164.41,1,Active,Mobile Transfer,,1
CUS01057,2024-04-29,Mass Affluent,Mombasa,Agent,36-45,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00385,2024-09-17,Mass Market,Eldoret,Mobile App,36-45,2024-09-24,2024-12-21,3,2145.1,1,Active,Bill Pay,,1
CUS00914,2024-08-23,Mass Affluent,Nairobi,Mobile App,18-25,2024-09-02,2024-11-11,5,67803.77,1,Dormant,Bill Pay,,1
CUS00930,2024-04-09,Mass Market,Nairobi,Agent,36-45,2024-04-13,2024-09-22,5,12417.12,2,Churned,Mobile Transfer,,1
CUS01778,2024-01-07,Mass Market,Kisumu,USSD,36-45,2024-01-11,2024-08-31,23,50101.92,4,Churned,Mobile Transfer,,1
CUS00153,2024-04-03,Mass Affluent,Mombasa,Agent,55+,2024-04-09,2024-04-30,28,123036.11,3,Churned,Bill Pay,,1
CUS00780,2024-08-18,Mass Affluent,Eldoret,Mobile App,18-25,2024-08-29,2024-09-13,26,220871.64,2,Churned,Merchant Pay,,1
CUS00855,2024-07-15,Mass Market,Kisumu,Mobile App,18-25,2024-07-16,2024-11-29,4,3957.67,1,Dormant,Airtime,,1
CUS01848,2024-07-08,SME,Nairobi,USSD,55+,2024-07-18,2024-12-16,38,1780306.71,2,Active,Airtime,,1
CUS01590,2024-01-14,Mass Market,Nakuru,Agent,46-55,2024-01-17,2024-03-31,11,29253.29,3,Churned,Airtime,,1
CUS00201,2024-03-17,Mass Affluent,Nairobi,Agent,26-35,,,0,0.0,0,Dormant,Digital Loan,,0
CUS01788,2024-05-11,Mass Market,Nakuru,Mobile App,26-35,,,0,0.0,0,Dormant,Airtime,,0
CUS00220,2024-09-02,Mass Market,Nairobi,Agent,46-55,2024-09-23,2024-12-01,3,2995.79,1,Active,Bill Pay,,1
CUS00135,2024-05-22,Mass Market,Nairobi,Mobile App,26-35,2024-05-31,2024-09-23,8,11176.65,2,Churned,Mobile Transfer,,1
CUS00510,2024-05-08,Mass Market,Mombasa,Mobile App,26-35,2024-05-25,2024-05-25,5,6413.99,1,Churned,Mobile Transfer,,1
CUS00642,2024-09-14,Mass Market,Nakuru,Mobile App,36-45,2024-09-28,2024-12-23,5,10277.74,1,Active,Mobile Transfer,,1
CUS01052,2024-01-02,Mass Market,Nakuru,Mobile App,36-45,2024-01-07,2024-01-27,22,38230.54,4,Churned,Bill Pay,,1
CUS00002,2024-03-18,Mass Affluent,Kisumu,Agent,36-45,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01136,2024-09-16,Mass Market,Nakuru,Branch,26-35,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00041,2024-03-14,Mass Market,Nairobi,Mobile App,26-35,2024-03-19,2024-08-06,16,28816.12,3,Churned,Mobile Transfer,,1
CUS00113,2024-07-16,Mass Market,Mombasa,Branch,18-25,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01251,2024-03-15,Mass Market,Eldoret,USSD,26-35,2024-03-27,2024-09-12,7,7992.2,2,Churned,Airtime,,1
CUS01018,2024-04-10,Mass Market,Nairobi,USSD,18-25,2024-04-13,2024-11-09,10,22375.18,2,Dormant,Merchant Pay,,1
CUS00699,2024-02-09,Mass Market,Nairobi,Branch,26-35,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01674,2024-09-08,SME,Kisumu,Agent,26-35,2024-09-23,2024-09-30,10,304667.3,1,Churned,Bill Pay,,1
CUS00231,2024-06-01,Mass Affluent,Nairobi,Mobile App,36-45,2024-06-09,2024-07-01,25,351547.57,3,Churned,Merchant Pay,,1
CUS01928,2024-02-13,Mass Market,Nairobi,Mobile App,36-45,2024-02-28,2024-03-16,9,15266.21,4,Churned,Bill Pay,,1
CUS01514,2024-11-25,Mass Affluent,Kisumu,USSD,18-25,,,0,0.0,0,Dormant,Airtime,,0
CUS00104,2024-05-18,Mass Market,Kisumu,Branch,18-25,2024-06-07,2024-09-28,7,7704.0,2,Churned,Digital Loan,,1
CUS00952,2024-09-10,Mass Market,Mombasa,Agent,46-55,2024-09-14,2024-09-15,3,7347.95,1,,Bill Pay,,1
CUS01797,2024-08-03,Mass Market,Nairobi,Branch,36-45,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01446,2024-01-24,Mass Market,Nairobi,USSD,36-45,2024-02-10,2024-04-19,15,0.0,3,Churned,Airtime,Review Required,1
CUS01649,2024-07-30,Mass Market,Nairobi,Mobile App,26-35,2024-08-13,2024-10-07,5,5702.5,1,Dormant,Bill Pay,,1
CUS00379,2024-09-15,Mass Market,Nakuru,Mobile App,55+,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01444,2024-11-09,Mass Market,Mombasa,Mobile App,26-35,2024-11-30,2024-12-23,3,2987.06,1,Active,Bill Pay,,1
CUS01637,2024-06-28,Mass Affluent,Kisumu,Mobile App,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00289,2024-11-21,Mass Market,Kisumu,Mobile App,18-25,2024-11-29,2024-12-12,5,4583.5,1,Active,Digital Loan,,1
CUS01759,2024-03-25,Mass Market,Nairobi,USSD,18-25,,,0,0.0,0,Dormant,Digital Loan,,0
CUS00419,2024-03-24,Mass Affluent,Nairobi,Agent,18-25,2024-04-03,2024-05-30,55,456269.37,5,Churned,Airtime,,1
CUS01898,2024-05-30,Mass Affluent,Nairobi,Branch,55+,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01411,2024-07-07,Mass Market,Nairobi,Agent,26-35,,,0,0.0,0,Dormant,Digital Loan,,0
CUS00587,2024-10-27,Mass Market,Eldoret,USSD,26-35,2024-11-13,2024-11-24,3,6647.44,1,Dormant,Merchant Pay,,1
CUS01699,2024-07-21,Corporate,Mombasa,Mobile App,18-25,2024-08-06,2024-08-11,53,8964409.64,3,Churned,Mobile Transfer,,1
CUS01410,2024-07-11,SME,Kisumu,Mobile App,46-55,2024-07-15,2024-09-02,24,1248051.3,3,Churned,Merchant Pay,,1
CUS01780,2024-08-11,Mass Market,Nairobi,Mobile App,55+,2024-08-15,2024-08-19,3,4980.56,1,Churned,Bill Pay,,1
CUS00392,2024-10-13,Mass Affluent,Nairobi,Mobile App,36-45,2024-10-20,2024-12-18,6,63031.4,1,Active,Mobile Transfer,,1
CUS01534,2024-08-19,Corporate,Kisumu,USSD,36-45,2024-08-29,2024-09-19,46,8480582.71,2,Churned,Mobile Transfer,,1
CUS00593,2024-11-18,Mass Market,Eldoret,Mobile App,26-35,,,0,0.0,0,Dormant,Airtime,,0
CUS01144,2024-02-22,SME,Nairobi,USSD,26-35,2024-02-25,2024-03-18,57,2764568.44,7,Churned,Mobile Transfer,,1
CUS01292,2024-05-06,Corporate,Kisumu,Mobile App,18-25,2024-05-26,2024-12-24,70,5661962.09,5,Active,Airtime,,1
CUS01523,2024-02-02,Mass Market,Kisumu,USSD,46-55,2024-02-05,2024-05-02,17,29009.67,4,Churned,Mobile Transfer,,1
CUS00054,2024-02-19,Mass Market,Mombasa,Mobile App,26-35,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01820,2024-08-21,Mass Market,Eldoret,Mobile App,46-55,2024-09-01,2024-11-07,5,9188.7,1,Dormant,Bill Pay,,1
CUS01163,2024-08-17,Mass Market,Nairobi,USSD,46-55,2024-08-22,2024-09-14,3,7922.89,1,Churned,Merchant Pay,,1
CUS00152,2024-10-28,Mass Market,Kisumu,Branch,18-25,2024-11-03,2024-12-30,5,5181.84,1,Active,Mobile Transfer,,1
CUS00442,2024-05-31,Mass Affluent,Nairobi,Agent,26-35,,,0,0.0,0,Dormant,Airtime,,0
CUS01087,2024-01-18,SME,Eldoret,Mobile App,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00404,2024-02-07,Mass Market,Mombasa,Mobile App,26-35,2024-02-22,2024-04-30,7,5032.97,3,Churned,Mobile Transfer,,1
CUS01521,2024-09-17,Mass Market,Nairobi,USSD,36-45,2024-09-21,2024-10-07,3,4983.68,1,Dormant,Merchant Pay,,1
CUS01496,2024-02-01,Mass Market,Nakuru,Mobile App,26-35,2024-02-15,2024-03-02,16,38956.93,4,Churned,Bill Pay,,1
CUS01137,2024-09-26,Mass Market,Nairobi,Agent,26-35,2024-09-29,2024-11-12,3,4307.27,1,Dormant,Digital Loan,,1
CUS01955,2024-11-08,Mass Market,Mombasa,Mobile App,18-25,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS00648,2024-05-09,SME,Nairobi,USSD,36-45,2024-05-16,2024-10-06,76,2599246.62,5,Dormant,Mobile Transfer,,1
CUS01716,2024-03-05,Mass Affluent,Kisumu,Mobile App,36-45,2024-03-09,2024-09-09,41,499559.93,5,Churned,Digital Loan,,1
CUS00208,2024-03-03,Mass Affluent,Mombasa,Mobile App,46-55,2024-03-09,2024-12-12,66,682452.43,5,Active,Merchant Pay,,1
CUS01153,2024-03-02,Mass Affluent,Nairobi,USSD,26-35,2024-03-06,2024-11-26,54,482829.37,6,Dormant,Digital Loan,,1
CUS01257,2024-02-04,Mass Market,Nairobi,Mobile App,36-45,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01368,2024-11-10,Mass Market,Nairobi,Agent,55+,2024-11-16,2024-12-24,2,3288.86,1,Active,Merchant Pay,,1
CUS01907,2024-05-09,Mass Market,Nairobi,Mobile App,55+,2024-05-17,2024-07-17,4,0.0,2,Churned,Airtime,Review Required,1
CUS01875,2024-02-25,SME,Nairobi,Mobile App,55+,2024-02-29,2024-04-26,64,3045890.69,4,Churned,Merchant Pay,,1
CUS00521,2024-02-24,Mass Affluent,Nairobi,Agent,26-35,2024-03-15,2024-06-22,32,203677.15,4,Churned,Bill Pay,,1
CUS01123,2024-05-06,Mass Affluent,Eldoret,USSD,36-45,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01632,2024-06-12,Mass Market,Nairobi,USSD,46-55,2024-06-15,2024-06-23,7,16781.06,2,Churned,Digital Loan,,1
CUS01863,2024-05-20,Corporate,Mombasa,Branch,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01761,2024-04-10,Mass Market,Kisumu,Mobile App,18-25,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01881,2024-07-19,SME,Nairobi,USSD,18-25,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01696,2024-07-01,Mass Affluent,Nairobi,Mobile App,18-25,2024-07-08,2024-09-09,25,88061.82,3,Churned,Airtime,,1
CUS00009,2024-07-06,Mass Market,Nairobi,Agent,18-25,,,0,0.0,0,Dormant,Airtime,,0
CUS00065,2024-08-26,Mass Affluent,Nairobi,Mobile App,26-35,2024-09-12,2024-09-19,20,284735.43,2,Churned,Mobile Transfer,,1
CUS01398,2024-07-03,Mass Affluent,Mombasa,Mobile App,36-45,2024-07-19,2024-09-30,26,266584.41,3,Churned,Bill Pay,,1
CUS01837,2024-09-22,SME,Nairobi,USSD,18-25,,,0,0.0,0,Dormant,Merchant Pay,,0
CUS01015,2024-02-14,Mass Market,Nairobi,Agent,26-35,2024-02-21,2024-10-06,10,25937.76,3,Dormant,Bill Pay,,1
CUS00664,2024-11-25,Mass Market,Mombasa,Mobile App,18-25,2024-12-12,2024-12-14,2,3758.69,1,Active,Bill Pay,,1
CUS00015,2024-02-14,Mass Market,Eldoret,Mobile App,36-45,2024-03-05,2024-10-25,9,6146.06,4,Dormant,Airtime,,1
CUS01966,2024-08-12,SME,Nairobi,USSD,55+,,,0,0.0,0,Dormant,Bill Pay,,0
CUS01847,2024-11-23,SME,Nairobi,Branch,26-35,2024-12-09,2024-12-25,10,300868.92,1,Active,Mobile Transfer,,1
CUS01181,2024-11-02,Mass Market,Nairobi,Agent,26-35,2024-11-21,2024-12-09,3,6372.34,1,Active,Mobile Transfer,,1
CUS01061,2024-07-16,Mass Market,Kisumu,Mobile App,26-35,2024-07-17,2024-07-18,2,4469.3,1,Churned,Digital Loan,,1
CUS01258,2024-02-25,Mass Market,Mombasa,Mobile App,26-35,2024-03-11,2024-12-08,8,7800.96,3,Active,Digital Loan,,1
CUS01065,2024-03-08,Mass Affluent,Nairobi,Agent,36-45,2024-03-09,2024-07-13,31,128177.6,3,Churned,Mobile Transfer,,1
CUS00453,2024-05-18,Mass Market,Nairobi,Agent,46-55,,,0,0.0,0,Dormant,Airtime,,0
CUS01785,2024-08-25,Mass Affluent,Mombasa,USSD,36-45,2024-09-11,2024-09-11,15,186065.9,2,Churned,Digital Loan,,1
CUS00493,2024-03-23,SME,Kisumu,Mobile App,26-35,2024-03-27,2024-08-30,71,1137787.56,4,Churned,Airtime,,1
CUS00254,2024-07-01,Mass Market,Mombasa,Mobile App,46-55,2024-07-06,2024-08-04,8,16805.37,2,Churned,Digital Loan,,1
CUS01701,2024-08-04,Mass Affluent,Nairobi,Agent,36-45,2024-08-20,2024-10-13,10,83817.79,2,Dormant,Airtime,,1
CUS00380,2024-11-06,Mass Affluent,Kisumu,USSD,26-35,2024-11-09,2024-12-31,8,71456.62,1,Active,Digital Loan,,1
CUS01328,2024-07-23,Mass Market,,USSD,55+,2024-07-30,2024-08-16,4,5574.8,1,Churned,Airtime,,1
CUS00318,2024-08-10,Mass Market,Nakuru,Agent,36-45,2024-08-28,2024-12-26,4,3927.28,1,Active,Mobile Transfer,,1
CUS00188,2024-02-22,Mass Market,Mombasa,Mobile App,18-25,2024-02-29,2024-05-03,6,6452.95,2,Churned,Airtime,,1
CUS00649,2024-02-08,Mass Affluent,Kisumu,Agent,18-25,2024-02-11,2024-06-17,72,299573.31,6,Churned,Mobile Transfer,,1
CUS00764,2024-05-16,Mass Affluent,Nairobi,USSD,36-45,,,0,0.0,0,Dormant,Airtime,,0
CUS00897,2024-11-21,SME,Nairobi,Branch,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01435,2024-11-16,Mass Market,Eldoret,Mobile App,36-45,2024-11-28,2024-12-15,5,9000.7,1,Active,Bill Pay,,1
CUS00217,2024-02-22,SME,Mombasa,Agent,18-25,2024-02-26,2024-08-10,79,1543377.86,6,Churned,Bill Pay,,1
CUS01744,2024-06-03,Mass Market,Mombasa,Agent,46-55,,,0,0.0,0,Dormant,Digital Loan,,0
CUS01480,2024-01-06,Mass Market,Nakuru,Mobile App,46-55,2024-01-13,2024-02-06,16,16115.63,4,Churned,Airtime,,1
CUS01077,2024-11-01,Mass Affluent,Nairobi,Agent,36-45,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00710,2024-09-25,Mass Market,Nakuru,Agent,26-35,2024-10-16,2024-11-23,5,5118.1,1,Dormant,Mobile Transfer,,1
CUS00879,2024-09-24,Mass Market,Nairobi,Mobile App,26-35,2024-10-07,2024-12-21,5,5557.51,1,Active,Merchant Pay,,1
CUS01383,2024-01-19,Mass Market,Nairobi,Mobile App,18-25,2024-02-05,2024-10-26,14,9407.24,3,Dormant,Merchant Pay,,1
CUS00338,2024-08-03,Mass Affluent,Nairobi,Mobile App,46-55,2024-08-22,2024-11-11,10,34232.73,2,Dormant,Bill Pay,,1
CUS01283,2024-04-21,Mass Market,Kisumu,Mobile App,36-45,2024-05-10,2024-09-21,7,4597.37,2,Churned,Bill Pay,,1
CUS01773,2024-05-23,Mass Affluent,Mombasa,Agent,55+,2024-05-25,2024-11-25,30,229765.77,3,Dormant,Bill Pay,,1
CUS00881,2024-11-27,SME,Nairobi,Mobile App,26-35,2024-12-13,2024-12-27,7,325541.51,1,Active,Merchant Pay,,1
CUS01769,2024-04-10,Mass Affluent,Nairobi,Mobile App,26-35,2024-04-28,2024-12-07,22,290354.0,3,Active,Airtime,,1
CUS00720,2024-04-28,SME,Mombasa,Mobile App,26-35,2024-05-05,2024-08-31,85,1647342.05,5,Churned,Bill Pay,,1
CUS00973,2024-01-28,Mass Affluent,Nairobi,Mobile App,36-45,2024-02-16,2024-04-05,60,223522.91,5,Churned,Bill Pay,,1
CUS01596,2024-03-13,Mass Market,Nairobi,Mobile App,46-55,,2024-08-26,7,15795.96,3,Dormant,Mobile Transfer,,0
CUS01749,2024-06-16,Mass Market,Eldoret,USSD,26-35,2024-07-07,2024-11-25,4,9479.8,2,Dormant,Airtime,,1
CUS00628,2024-07-11,Mass Market,Nairobi,USSD,46-55,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01901,2024-03-05,Mass Affluent,Nairobi,Mobile App,18-25,2024-03-22,2024-06-06,59,472013.77,5,Churned,Airtime,,1
CUS00296,2024-03-22,Mass Market,Nairobi,Agent,26-35,,,0,0.0,0,Dormant,Bill Pay,,0
CUS00633,2024-01-10,Mass Affluent,Nairobi,Agent,36-45,,2024-05-22,40,299132.94,6,Dormant,Airtime,,0
CUS00624,2024-03-09,Mass Market,Mombasa,USSD,36-45,2024-03-14,2024-04-12,10,12745.59,4,Churned,Digital Loan,,1
CUS01726,2024-03-20,Mass Market,Mombasa,Mobile App,26-35,2024-03-30,2024-07-17,6,14830.02,3,Churned,Airtime,,1
CUS01307,2024-06-06,Mass Market,Mombasa,Agent,18-25,2024-06-14,2024-06-29,3,3951.64,1,Churned,Bill Pay,,1
CUS00346,2024-08-13,SME,Nairobi,Mobile App,55+,2024-08-22,2024-09-29,22,759842.77,2,Churned,Bill Pay,,1
CUS01017,2024-08-30,SME,Mombasa,Mobile App,55+,2024-09-02,2024-10-24,14,0.0,2,Dormant,Mobile Transfer,Review Required,1
CUS01401,2024-09-23,Mass Market,Nakuru,USSD,26-35,2024-09-26,2024-12-21,4,2619.09,1,Active,Airtime,,1
CUS01409,2024-05-15,Mass Market,Mombasa,Mobile App,36-45,2024-05-17,2024-06-23,8,5102.06,2,Churned,Mobile Transfer,,1
CUS01276,2024-11-13,SME,Mombasa,Agent,26-35,2024-11-29,2024-12-30,8,451043.28,1,Active,Bill Pay,,1
CUS01713,2024-11-18,Mass Affluent,Nairobi,Mobile App,26-35,2024-11-26,2024-12-10,13,94749.45,1,Active,Mobile Transfer,,1
CUS01751,2024-09-24,Mass Market,Nairobi,Mobile App,46-55,2024-10-08,2024-11-29,3,7515.9,1,Dormant,Merchant Pay,,1
CUS00263,2024-08-16,Mass Market,Nairobi,Agent,26-35,,,0,0.0,0,Dormant,Airtime,,0
CUS01486,2024-11-26,Mass Affluent,Nairobi,Mobile App,26-35,2024-12-03,2024-12-21,5,63983.7,1,Active,Airtime,,1
CUS01635,2024-05-13,Mass Market,Eldoret,Branch,36-45,,,0,0.0,0,Dormant,Airtime,,0
CUS00456,2024-05-12,Mass Affluent,Nairobi,Mobile App,36-45,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01249,2024-09-15,Mass Affluent,Mombasa,Mobile App,26-35,2024-09-18,2024-10-16,13,0.0,1,Dormant,Bill Pay,Review Required,1
CUS01322,2024-04-30,Mass Affluent,Nairobi,USSD,Unknown,,2024-05-22,14,122282.81,3,Dormant,Airtime,,0
CUS01965,2024-02-10,Mass Affluent,Nairobi,USSD,46-55,2024-02-15,2024-10-11,33,417716.69,5,Dormant,Digital Loan,,1
CUS01439,2024-07-05,Mass Market,Nairobi,Mobile App,18-25,2024-07-25,2024-12-03,11,12988.97,2,Active,Digital Loan,,1
CUS01255,2024-09-23,Mass Market,Eldoret,USSD,26-35,2024-10-12,2024-12-09,4,6844.49,1,Active,Airtime,,1
CUS00816,2024-08-18,Mass Market,Mombasa,Mobile App,55+,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00151,2024-09-05,Mass Market,Nairobi,Mobile App,26-35,,,0,0.0,0,Dormant,Digital Loan,,0
CUS01497,2024-09-29,SME,Nairobi,Agent,26-35,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS01887,2024-11-20,Mass Market,Nakuru,Agent,46-55,,,0,0.0,0,Dormant,Mobile Transfer,,0
CUS00473,2024-02-15,Mass Affluent,Nairobi,USSD,26-35,2024-02-17,2024-07-04,53,173796.9,6,Churned,Bill Pay,,1
CUS00270,2024-08-28,Mass Affluent,,USSD,36-45,2024-09-13,2024-10-06,23,82734.21,2,Dormant,Mobile Transfer,,1
